date,product_id,product_name,sales_qty,stock_level,lead_time_days,days_until_replenishment,cost_price,unit_price,stockout_event
2026-04-29,P001,Bio-Coffee Beans 1kg,22,17,5,1,12.5,24.99,0
2026-04-30,P001,Bio-Coffee Beans 1kg,17,375,5,0,12.5,24.99,1
2026-05-01,P001,Bio-Coffee Beans 1kg,34,341,5,0,12.5,24.99,0
2026-05-02,P001,Bio-Coffee Beans 1kg,20,321,5,0,12.5,24.99,0
2026-05-03,P001,Bio-Coffee Beans 1kg,27,294,5,0,12.5,24.99,0
2026-05-04,P001,Bio-Coffee Beans 1kg,20,274,5,0,12.5,24.99,0
2026-05-05,P001,Bio-Coffee Beans 1kg,23,251,5,0,12.5,24.99,0
2026-05-06,P001,Bio-Coffee Beans 1kg,20,231,5,0,12.5,24.99,0
2026-05-07,P001,Bio-Coffee Beans 1kg,26,205,5,0,12.5,24.99,0
2026-05-08,P001,Bio-Coffee Beans 1kg,27,178,5,0,12.5,24.99,0
2026-05-09,P001,Bio-Coffee Beans 1kg,25,153,5,0,12.5,24.99,0
2026-05-10,P001,Bio-Coffee Beans 1kg,22,131,5,0,12.5,24.99,0
2026-05-11,P001,Bio-Coffee Beans 1kg,30,101,5,5,12.5,24.99,0
2026-05-12,P001,Bio-Coffee Beans 1kg,24,77,5,4,12.5,24.99,0
2026-05-13,P001,Bio-Coffee Beans 1kg,17,60,5,3,12.5,24.99,0
2026-05-14,P001,Bio-Coffee Beans 1kg,22,38,5,2,12.5,24.99,0
2026-05-15,P001,Bio-Coffee Beans 1kg,22,16,5,1,12.5,24.99,0
2026-05-16,P001,Bio-Coffee Beans 1kg,16,375,5,0,12.5,24.99,1
2026-05-17,P001,Bio-Coffee Beans 1kg,23,352,5,0,12.5,24.99,0
2026-05-18,P001,Bio-Coffee Beans 1kg,27,325,5,0,12.5,24.99,0
2026-05-19,P001,Bio-Coffee Beans 1kg,23,302,5,0,12.5,24.99,0
2026-05-20,P001,Bio-Coffee Beans 1kg,21,281,5,0,12.5,24.99,0
2026-05-21,P001,Bio-Coffee Beans 1kg,17,264,5,0,12.5,24.99,0
2026-05-22,P001,Bio-Coffee Beans 1kg,30,234,5,0,12.5,24.99,0
2026-05-23,P001,Bio-Coffee Beans 1kg,35,199,5,0,12.5,24.99,0
2026-05-24,P001,Bio-Coffee Beans 1kg,26,173,5,0,12.5,24.99,0
2026-05-25,P001,Bio-Coffee Beans 1kg,18,155,5,0,12.5,24.99,0
2026-05-26,P001,Bio-Coffee Beans 1kg,27,128,5,0,12.5,24.99,0
2026-05-27,P001,Bio-Coffee Beans 1kg,25,103,5,4,12.5,24.99,0
2026-05-28,P001,Bio-Coffee Beans 1kg,28,75,5,3,12.5,24.99,0
2026-05-29,P001,Bio-Coffee Beans 1kg,35,40,5,2,12.5,24.99,0
2026-05-30,P001,Bio-Coffee Beans 1kg,29,11,5,1,12.5,24.99,0
2026-05-31,P001,Bio-Coffee Beans 1kg,11,375,5,0,12.5,24.99,1
2026-06-01,P001,Bio-Coffee Beans 1kg,17,358,5,0,12.5,24.99,0
2026-06-02,P001,Bio-Coffee Beans 1kg,21,337,5,0,12.5,24.99,0
2026-06-03,P001,Bio-Coffee Beans 1kg,27,310,5,0,12.5,24.99,0
2026-06-04,P001,Bio-Coffee Beans 1kg,19,291,5,0,12.5,24.99,0
2026-06-05,P001,Bio-Coffee Beans 1kg,34,257,5,0,12.5,24.99,0
2026-06-06,P001,Bio-Coffee Beans 1kg,35,222,5,0,12.5,24.99,0
2026-06-07,P001,Bio-Coffee Beans 1kg,23,199,5,0,12.5,24.99,0
2026-06-08,P001,Bio-Coffee Beans 1kg,26,173,5,0,12.5,24.99,0
2026-06-09,P001,Bio-Coffee Beans 1kg,29,144,5,0,12.5,24.99,0
2026-06-10,P001,Bio-Coffee Beans 1kg,29,115,5,4,12.5,24.99,0
2026-06-11,P001,Bio-Coffee Beans 1kg,21,94,5,3,12.5,24.99,0
2026-06-12,P001,Bio-Coffee Beans 1kg,28,66,5,2,12.5,24.99,0
2026-06-13,P001,Bio-Coffee Beans 1kg,35,31,5,1,12.5,24.99,0
2026-06-14,P001,Bio-Coffee Beans 1kg,17,389,5,0,12.5,24.99,0
2026-06-15,P001,Bio-Coffee Beans 1kg,16,373,5,0,12.5,24.99,0
2026-06-16,P001,Bio-Coffee Beans 1kg,19,354,5,0,12.5,24.99,0
2026-06-17,P001,Bio-Coffee Beans 1kg,25,329,5,0,12.5,24.99,0
2025-06-18,P002,Oat Milk Premium 1L,47,313,3,0,0.85,1.99,0
2025-06-19,P002,Oat Milk Premium 1L,45,268,3,0,0.85,1.99,0
2025-06-20,P002,Oat Milk Premium 1L,90,178,3,4,0.85,1.99,0
2025-06-21,P002,Oat Milk Premium 1L,76,102,3,3,0.85,1.99,0
2025-06-22,P002,Oat Milk Premium 1L,54,48,3,2,0.85,1.99,0
2025-06-23,P002,Oat Milk Premium 1L,46,2,3,1,0.85,1.99,0
2025-06-24,P002,Oat Milk Premium 1L,2,900,3,0,0.85,1.99,1
2025-06-25,P002,Oat Milk Premium 1L,48,852,3,0,0.85,1.99,0
2025-06-26,P002,Oat Milk Premium 1L,49,803,3,0,0.85,1.99,0
2025-06-27,P002,Oat Milk Premium 1L,84,719,3,0,0.85,1.99,0
2025-06-28,P002,Oat Milk Premium 1L,80,639,3,0,0.85,1.99,0
2025-06-29,P002,Oat Milk Premium 1L,59,580,3,0,0.85,1.99,0
2025-06-30,P002,Oat Milk Premium 1L,56,524,3,0,0.85,1.99,0
2025-07-01,P002,Oat Milk Premium 1L,54,470,3,0,0.85,1.99,0
2025-07-02,P002,Oat Milk Premium 1L,50,420,3,0,0.85,1.99,0
2025-07-03,P002,Oat Milk Premium 1L,43,377,3,0,0.85,1.99,0
2025-07-04,P002,Oat Milk Premium 1L,84,293,3,0,0.85,1.99,0
2025-07-05,P002,Oat Milk Premium 1L,83,210,3,0,0.85,1.99,0
2025-07-06,P002,Oat Milk Premium 1L,48,162,3,4,0.85,1.99,0
2025-07-07,P002,Oat Milk Premium 1L,61,101,3,3,0.85,1.99,0
2025-07-08,P002,Oat Milk Premium 1L,49,52,3,2,0.85,1.99,0
2025-07-09,P002,Oat Milk Premium 1L,51,1,3,1,0.85,1.99,0
2025-07-10,P002,Oat Milk Premium 1L,1,900,3,0,0.85,1.99,1
2025-07-11,P002,Oat Milk Premium 1L,98,802,3,0,0.85,1.99,0
2025-07-12,P002,Oat Milk Premium 1L,69,733,3,0,0.85,1.99,0
2025-07-13,P002,Oat Milk Premium 1L,64,669,3,0,0.85,1.99,0
2025-07-14,P002,Oat Milk Premium 1L,61,608,3,0,0.85,1.99,0
2025-07-15,P002,Oat Milk Premium 1L,58,550,3,0,0.85,1.99,0
2025-07-16,P002,Oat Milk Premium 1L,48,502,3,0,0.85,1.99,0
2025-07-17,P002,Oat Milk Premium 1L,69,433,3,0,0.85,1.99,0
2025-07-18,P002,Oat Milk Premium 1L,83,350,3,0,0.85,1.99,0
2025-07-19,P002,Oat Milk Premium 1L,69,281,3,0,0.85,1.99,0
2025-07-20,P002,Oat Milk Premium 1L,66,215,3,0,0.85,1.99,0
2025-07-21,P002,Oat Milk Premium 1L,58,157,3,2,0.85,1.99,0
2025-07-22,P002,Oat Milk Premium 1L,63,94,3,1,0.85,1.99,0
2025-07-23,P002,Oat Milk Premium 1L,50,944,3,0,0.85,1.99,0
2025-07-24,P002,Oat Milk Premium 1L,48,896,3,0,0.85,1.99,0
2025-07-25,P002,Oat Milk Premium 1L,62,834,3,0,0.85,1.99,0
2025-07-26,P002,Oat Milk Premium 1L,74,760,3,0,0.85,1.99,0
2025-07-27,P002,Oat Milk Premium 1L,40,720,3,0,0.85,1.99,0
2025-07-28,P002,Oat Milk Premium 1L,55,665,3,0,0.85,1.99,0
2025-07-29,P002,Oat Milk Premium 1L,50,615,3,0,0.85,1.99,0
2025-07-30,P002,Oat Milk Premium 1L,64,551,3,0,0.85,1.99,0
2025-07-31,P002,Oat Milk Premium 1L,48,503,3,0,0.85,1.99,0
2025-08-01,P002,Oat Milk Premium 1L,90,413,3,0,0.85,1.99,0
2025-08-02,P002,Oat Milk Premium 1L,90,323,3,0,0.85,1.99,0
2025-08-03,P002,Oat Milk Premium 1L,60,263,3,0,0.85,1.99,0
2025-08-04,P002,Oat Milk Premium 1L,54,209,3,0,0.85,1.99,0
2025-08-05,P002,Oat Milk Premium 1L,60,149,3,3,0.85,1.99,0
2025-08-06,P002,Oat Milk Premium 1L,52,97,3,2,0.85,1.99,0
2025-08-07,P002,Oat Milk Premium 1L,48,49,3,1,0.85,1.99,0
2025-08-08,P002,Oat Milk Premium 1L,49,900,3,0,0.85,1.99,1
2025-08-09,P002,Oat Milk Premium 1L,72,828,3,0,0.85,1.99,0
2025-08-10,P002,Oat Milk Premium 1L,36,792,3,0,0.85,1.99,0
2025-08-11,P002,Oat Milk Premium 1L,51,741,3,0,0.85,1.99,0
2025-08-12,P002,Oat Milk Premium 1L,61,680,3,0,0.85,1.99,0
2025-08-13,P002,Oat Milk Premium 1L,52,628,3,0,0.85,1.99,0
2025-08-14,P002,Oat Milk Premium 1L,69,559,3,0,0.85,1.99,0
2025-08-15,P002,Oat Milk Premium 1L,81,478,3,0,0.85,1.99,0
2025-08-16,P002,Oat Milk Premium 1L,96,382,3,0,0.85,1.99,0
2025-08-17,P002,Oat Milk Premium 1L,56,326,3,0,0.85,1.99,0
2025-08-18,P002,Oat Milk Premium 1L,48,278,3,0,0.85,1.99,0
2025-08-19,P002,Oat Milk Premium 1L,47,231,3,0,0.85,1.99,0
2025-08-20,P002,Oat Milk Premium 1L,60,171,3,4,0.85,1.99,0
2025-08-21,P002,Oat Milk Premium 1L,58,113,3,3,0.85,1.99,0
2025-08-22,P002,Oat Milk Premium 1L,87,26,3,2,0.85,1.99,0
2025-08-23,P002,Oat Milk Premium 1L,26,0,3,1,0.85,1.99,1
2025-08-24,P002,Oat Milk Premium 1L,0,900,3,0,0.85,1.99,1
2025-08-25,P002,Oat Milk Premium 1L,49,851,3,0,0.85,1.99,0
2025-08-26,P002,Oat Milk Premium 1L,63,788,3,0,0.85,1.99,0
2025-08-27,P002,Oat Milk Premium 1L,57,731,3,0,0.85,1.99,0
2025-08-28,P002,Oat Milk Premium 1L,42,689,3,0,0.85,1.99,0
2025-08-29,P002,Oat Milk Premium 1L,75,614,3,0,0.85,1.99,0
2025-08-30,P002,Oat Milk Premium 1L,84,530,3,0,0.85,1.99,0
2025-08-31,P002,Oat Milk Premium 1L,41,489,3,0,0.85,1.99,0
2025-09-01,P002,Oat Milk Premium 1L,58,431,3,0,0.85,1.99,0
2025-09-02,P002,Oat Milk Premium 1L,63,368,3,0,0.85,1.99,0
2025-09-03,P002,Oat Milk Premium 1L,54,314,3,0,0.85,1.99,0
2025-09-04,P002,Oat Milk Premium 1L,62,252,3,0,0.85,1.99,0
2025-09-05,P002,Oat Milk Premium 1L,83,169,3,2,0.85,1.99,0
2025-09-06,P002,Oat Milk Premium 1L,72,97,3,1,0.85,1.99,0
2025-09-07,P002,Oat Milk Premium 1L,61,936,3,0,0.85,1.99,0
2025-09-08,P002,Oat Milk Premium 1L,59,877,3,0,0.85,1.99,0
2025-09-09,P002,Oat Milk Premium 1L,58,819,3,0,0.85,1.99,0
2025-09-10,P002,Oat Milk Premium 1L,57,762,3,0,0.85,1.99,0
2025-09-11,P002,Oat Milk Premium 1L,64,698,3,0,0.85,1.99,0
2025-09-12,P002,Oat Milk Premium 1L,87,611,3,0,0.85,1.99,0
2025-09-13,P002,Oat Milk Premium 1L,74,537,3,0,0.85,1.99,0
2025-09-14,P002,Oat Milk Premium 1L,46,491,3,0,0.85,1.99,0
2025-09-15,P002,Oat Milk Premium 1L,62,429,3,0,0.85,1.99,0
2025-09-16,P002,Oat Milk Premium 1L,57,372,3,0,0.85,1.99,0
2025-09-17,P002,Oat Milk Premium 1L,57,315,3,0,0.85,1.99,0
2025-09-18,P002,Oat Milk Premium 1L,60,255,3,0,0.85,1.99,0
2025-09-19,P002,Oat Milk Premium 1L,85,170,3,2,0.85,1.99,0
2025-09-20,P002,Oat Milk Premium 1L,81,89,3,1,0.85,1.99,0
2025-09-21,P002,Oat Milk Premium 1L,58,931,3,0,0.85,1.99,0
2025-09-22,P002,Oat Milk Premium 1L,49,882,3,0,0.85,1.99,0
2025-09-23,P002,Oat Milk Premium 1L,40,842,3,0,0.85,1.99,0
2025-09-24,P002,Oat Milk Premium 1L,51,791,3,0,0.85,1.99,0
2025-09-25,P002,Oat Milk Premium 1L,60,731,3,0,0.85,1.99,0
2025-09-26,P002,Oat Milk Premium 1L,85,646,3,0,0.85,1.99,0
2025-09-27,P002,Oat Milk Premium 1L,78,568,3,0,0.85,1.99,0
2025-09-28,P002,Oat Milk Premium 1L,58,510,3,0,0.85,1.99,0
2025-09-29,P002,Oat Milk Premium 1L,52,458,3,0,0.85,1.99,0
2025-09-30,P002,Oat Milk Premium 1L,46,412,3,0,0.85,1.99,0
2025-10-01,P002,Oat Milk Premium 1L,58,354,3,0,0.85,1.99,0
2025-10-02,P002,Oat Milk Premium 1L,41,313,3,0,0.85,1.99,0
2025-10-03,P002,Oat Milk Premium 1L,82,231,3,0,0.85,1.99,0
2025-10-04,P002,Oat Milk Premium 1L,98,133,3,3,0.85,1.99,0
2025-10-05,P002,Oat Milk Premium 1L,52,81,3,2,0.85,1.99,0
2025-10-06,P002,Oat Milk Premium 1L,52,29,3,1,0.85,1.99,0
2025-10-07,P002,Oat Milk Premium 1L,29,900,3,0,0.85,1.99,1
2025-10-08,P002,Oat Milk Premium 1L,65,835,3,0,0.85,1.99,0
2025-10-09,P002,Oat Milk Premium 1L,47,788,3,0,0.85,1.99,0
2025-10-10,P002,Oat Milk Premium 1L,82,706,3,0,0.85,1.99,0
2025-10-11,P002,Oat Milk Premium 1L,89,617,3,0,0.85,1.99,0
2025-10-12,P002,Oat Milk Premium 1L,76,541,3,0,0.85,1.99,0
2025-10-13,P002,Oat Milk Premium 1L,60,481,3,0,0.85,1.99,0
2025-10-14,P002,Oat Milk Premium 1L,60,421,3,0,0.85,1.99,0
2025-10-15,P002,Oat Milk Premium 1L,44,377,3,0,0.85,1.99,0
2025-10-16,P002,Oat Milk Premium 1L,67,310,3,0,0.85,1.99,0
2025-10-17,P002,Oat Milk Premium 1L,86,224,3,0,0.85,1.99,0
2025-10-18,P002,Oat Milk Premium 1L,66,158,3,2,0.85,1.99,0
2025-10-19,P002,Oat Milk Premium 1L,47,111,3,1,0.85,1.99,0
2025-10-20,P002,Oat Milk Premium 1L,40,971,3,0,0.85,1.99,0
2025-10-21,P002,Oat Milk Premium 1L,49,922,3,0,0.85,1.99,0
2025-10-22,P002,Oat Milk Premium 1L,50,872,3,0,0.85,1.99,0
2025-10-23,P002,Oat Milk Premium 1L,52,820,3,0,0.85,1.99,0
2025-10-24,P002,Oat Milk Premium 1L,81,739,3,0,0.85,1.99,0
2025-10-25,P002,Oat Milk Premium 1L,83,656,3,0,0.85,1.99,0
2025-10-26,P002,Oat Milk Premium 1L,60,596,3,0,0.85,1.99,0
2025-10-27,P002,Oat Milk Premium 1L,54,542,3,0,0.85,1.99,0
2025-10-28,P002,Oat Milk Premium 1L,45,497,3,0,0.85,1.99,0
2025-10-29,P002,Oat Milk Premium 1L,57,440,3,0,0.85,1.99,0
2025-10-30,P002,Oat Milk Premium 1L,55,385,3,0,0.85,1.99,0
2025-10-31,P002,Oat Milk Premium 1L,73,312,3,0,0.85,1.99,0
2025-11-01,P002,Oat Milk Premium 1L,63,249,3,0,0.85,1.99,0
2025-11-02,P002,Oat Milk Premium 1L,33,216,3,0,0.85,1.99,0
2025-11-03,P002,Oat Milk Premium 1L,52,164,3,4,0.85,1.99,0
2025-11-04,P002,Oat Milk Premium 1L,55,109,3,3,0.85,1.99,0
2025-11-05,P002,Oat Milk Premium 1L,61,48,3,2,0.85,1.99,0
2025-11-06,P002,Oat Milk Premium 1L,46,2,3,1,0.85,1.99,0
2025-11-07,P002,Oat Milk Premium 1L,2,900,3,0,0.85,1.99,1
2025-11-08,P002,Oat Milk Premium 1L,59,841,3,0,0.85,1.99,0
2025-11-09,P002,Oat Milk Premium 1L,59,782,3,0,0.85,1.99,0
2025-11-10,P002,Oat Milk Premium 1L,50,732,3,0,0.85,1.99,0
2025-11-11,P002,Oat Milk Premium 1L,55,677,3,0,0.85,1.99,0
2025-11-12,P002,Oat Milk Premium 1L,53,624,3,0,0.85,1.99,0
2025-11-13,P002,Oat Milk Premium 1L,54,570,3,0,0.85,1.99,0
2025-11-14,P002,Oat Milk Premium 1L,63,507,3,0,0.85,1.99,0
2025-11-15,P002,Oat Milk Premium 1L,71,436,3,0,0.85,1.99,0
2025-11-16,P002,Oat Milk Premium 1L,64,372,3,0,0.85,1.99,0
2025-11-17,P002,Oat Milk Premium 1L,46,326,3,0,0.85,1.99,0
2025-11-18,P002,Oat Milk Premium 1L,57,269,3,0,0.85,1.99,0
2025-11-19,P002,Oat Milk Premium 1L,55,214,3,0,0.85,1.99,0
2025-11-20,P002,Oat Milk Premium 1L,47,167,3,2,0.85,1.99,0
2025-11-21,P002,Oat Milk Premium 1L,89,78,3,1,0.85,1.99,0
2025-11-22,P002,Oat Milk Premium 1L,78,900,3,0,0.85,1.99,1
2025-11-23,P002,Oat Milk Premium 1L,51,849,3,0,0.85,1.99,0
2025-11-24,P002,Oat Milk Premium 1L,63,786,3,0,0.85,1.99,0
2025-11-25,P002,Oat Milk Premium 1L,53,733,3,0,0.85,1.99,0
2025-11-26,P002,Oat Milk Premium 1L,54,679,3,0,0.85,1.99,0
2025-11-27,P002,Oat Milk Premium 1L,65,614,3,0,0.85,1.99,0
2025-11-28,P002,Oat Milk Premium 1L,72,542,3,0,0.85,1.99,0
2025-11-29,P002,Oat Milk Premium 1L,92,450,3,0,0.85,1.99,0
2025-11-30,P002,Oat Milk Premium 1L,57,393,3,0,0.85,1.99,0
2025-12-01,P002,Oat Milk Premium 1L,59,334,3,0,0.85,1.99,0
2025-12-02,P002,Oat Milk Premium 1L,46,288,3,0,0.85,1.99,0
2025-12-03,P002,Oat Milk Premium 1L,77,211,3,0,0.85,1.99,0
2025-12-04,P002,Oat Milk Premium 1L,63,148,3,1,0.85,1.99,0
2025-12-05,P002,Oat Milk Premium 1L,71,977,3,0,0.85,1.99,0
2025-12-06,P002,Oat Milk Premium 1L,77,900,3,0,0.85,1.99,0
2025-12-07,P002,Oat Milk Premium 1L,51,849,3,0,0.85,1.99,0
2025-12-08,P002,Oat Milk Premium 1L,46,803,3,0,0.85,1.99,0
2025-12-09,P002,Oat Milk Premium 1L,76,727,3,0,0.85,1.99,0
2025-12-10,P002,Oat Milk Premium 1L,57,670,3,0,0.85,1.99,0
2025-12-11,P002,Oat Milk Premium 1L,60,610,3,0,0.85,1.99,0
2025-12-12,P002,Oat Milk Premium 1L,71,539,3,0,0.85,1.99,0
2025-12-13,P002,Oat Milk Premium 1L,68,471,3,0,0.85,1.99,0
2025-12-14,P002,Oat Milk Premium 1L,50,421,3,0,0.85,1.99,0
2025-12-15,P002,Oat Milk Premium 1L,52,369,3,0,0.85,1.99,0
2025-12-16,P002,Oat Milk Premium 1L,56,313,3,0,0.85,1.99,0
2025-12-17,P002,Oat Milk Premium 1L,46,267,3,0,0.85,1.99,0
2025-12-18,P002,Oat Milk Premium 1L,58,209,3,0,0.85,1.99,0
2025-12-19,P002,Oat Milk Premium 1L,88,121,3,4,0.85,1.99,0
2025-12-20,P002,Oat Milk Premium 1L,70,51,3,3,0.85,1.99,0
2025-12-21,P002,Oat Milk Premium 1L,49,2,3,2,0.85,1.99,0
2025-12-22,P002,Oat Milk Premium 1L,2,0,3,1,0.85,1.99,1
2025-12-23,P002,Oat Milk Premium 1L,0,900,3,0,0.85,1.99,1
2025-12-24,P002,Oat Milk Premium 1L,53,847,3,0,0.85,1.99,0
2025-12-25,P002,Oat Milk Premium 1L,50,797,3,0,0.85,1.99,0
2025-12-26,P002,Oat Milk Premium 1L,56,741,3,0,0.85,1.99,0
2025-12-27,P002,Oat Milk Premium 1L,82,659,3,0,0.85,1.99,0
2025-12-28,P002,Oat Milk Premium 1L,53,606,3,0,0.85,1.99,0
2025-12-29,P002,Oat Milk Premium 1L,54,552,3,0,0.85,1.99,0
2025-12-30,P002,Oat Milk Premium 1L,45,507,3,0,0.85,1.99,0
2025-12-31,P002,Oat Milk Premium 1L,50,457,3,0,0.85,1.99,0
2026-01-01,P002,Oat Milk Premium 1L,47,410,3,0,0.85,1.99,0
2026-01-02,P002,Oat Milk Premium 1L,105,305,3,0,0.85,1.99,0
2026-01-03,P002,Oat Milk Premium 1L,82,223,3,0,0.85,1.99,0
2026-01-04,P002,Oat Milk Premium 1L,63,160,3,3,0.85,1.99,0
2026-01-05,P002,Oat Milk Premium 1L,58,102,3,2,0.85,1.99,0
2026-01-06,P002,Oat Milk Premium 1L,69,33,3,1,0.85,1.99,0
2026-01-07,P002,Oat Milk Premium 1L,33,900,3,0,0.85,1.99,1
2026-01-08,P002,Oat Milk Premium 1L,64,836,3,0,0.85,1.99,0
2026-01-09,P002,Oat Milk Premium 1L,83,753,3,0,0.85,1.99,0
2026-01-10,P002,Oat Milk Premium 1L,70,683,3,0,0.85,1.99,0
2026-01-11,P002,Oat Milk Premium 1L,52,631,3,0,0.85,1.99,0
2026-01-12,P002,Oat Milk Premium 1L,43,588,3,0,0.85,1.99,0
2026-01-13,P002,Oat Milk Premium 1L,64,524,3,0,0.85,1.99,0
2026-01-14,P002,Oat Milk Premium 1L,55,469,3,0,0.85,1.99,0
2026-01-15,P002,Oat Milk Premium 1L,64,405,3,0,0.85,1.99,0
2026-01-16,P002,Oat Milk Premium 1L,73,332,3,0,0.85,1.99,0
2026-01-17,P002,Oat Milk Premium 1L,87,245,3,0,0.85,1.99,0
2026-01-18,P002,Oat Milk Premium 1L,61,184,3,0,0.85,1.99,0
2026-01-19,P002,Oat Milk Premium 1L,62,122,3,2,0.85,1.99,0
2026-01-20,P002,Oat Milk Premium 1L,50,72,3,1,0.85,1.99,0
2026-01-21,P002,Oat Milk Premium 1L,52,920,3,0,0.85,1.99,0
2026-01-22,P002,Oat Milk Premium 1L,52,868,3,0,0.85,1.99,0
2026-01-23,P002,Oat Milk Premium 1L,71,797,3,0,0.85,1.99,0
2026-01-24,P002,Oat Milk Premium 1L,70,727,3,0,0.85,1.99,0
2026-01-25,P002,Oat Milk Premium 1L,56,671,3,0,0.85,1.99,0
2026-01-26,P002,Oat Milk Premium 1L,57,614,3,0,0.85,1.99,0
2026-01-27,P002,Oat Milk Premium 1L,51,563,3,0,0.85,1.99,0
2026-01-28,P002,Oat Milk Premium 1L,54,509,3,0,0.85,1.99,0
2026-01-29,P002,Oat Milk Premium 1L,51,458,3,0,0.85,1.99,0
2026-01-30,P002,Oat Milk Premium 1L,80,378,3,0,0.85,1.99,0
2026-01-31,P002,Oat Milk Premium 1L,81,297,3,0,0.85,1.99,0
2026-02-01,P002,Oat Milk Premium 1L,61,236,3,0,0.85,1.99,0
2026-02-02,P002,Oat Milk Premium 1L,72,164,3,3,0.85,1.99,0
2026-02-03,P002,Oat Milk Premium 1L,47,117,3,2,0.85,1.99,0
2026-02-04,P002,Oat Milk Premium 1L,57,60,3,1,0.85,1.99,0
2026-02-05,P002,Oat Milk Premium 1L,51,909,3,0,0.85,1.99,0
2026-02-06,P002,Oat Milk Premium 1L,78,831,3,0,0.85,1.99,0
2026-02-07,P002,Oat Milk Premium 1L,72,759,3,0,0.85,1.99,0
2026-02-08,P002,Oat Milk Premium 1L,61,698,3,0,0.85,1.99,0
2026-02-09,P002,Oat Milk Premium 1L,50,648,3,0,0.85,1.99,0
2026-02-10,P002,Oat Milk Premium 1L,59,589,3,0,0.85,1.99,0
2026-02-11,P002,Oat Milk Premium 1L,52,537,3,0,0.85,1.99,0
2026-02-12,P002,Oat Milk Premium 1L,46,491,3,0,0.85,1.99,0
2026-02-13,P002,Oat Milk Premium 1L,69,422,3,0,0.85,1.99,0
2026-02-14,P002,Oat Milk Premium 1L,84,338,3,0,0.85,1.99,0
2026-02-15,P002,Oat Milk Premium 1L,55,283,3,0,0.85,1.99,0
2026-02-16,P002,Oat Milk Premium 1L,61,222,3,0,0.85,1.99,0
2026-02-17,P002,Oat Milk Premium 1L,71,151,3,3,0.85,1.99,0
2026-02-18,P002,Oat Milk Premium 1L,48,103,3,2,0.85,1.99,0
2026-02-19,P002,Oat Milk Premium 1L,56,47,3,1,0.85,1.99,0
2026-02-20,P002,Oat Milk Premium 1L,47,900,3,0,0.85,1.99,1
2026-02-21,P002,Oat Milk Premium 1L,86,814,3,0,0.85,1.99,0
2026-02-22,P002,Oat Milk Premium 1L,62,752,3,0,0.85,1.99,0
2026-02-23,P002,Oat Milk Premium 1L,58,694,3,0,0.85,1.99,0
2026-02-24,P002,Oat Milk Premium 1L,57,637,3,0,0.85,1.99,0
2026-02-25,P002,Oat Milk Premium 1L,56,581,3,0,0.85,1.99,0
2026-02-26,P002,Oat Milk Premium 1L,59,522,3,0,0.85,1.99,0
2026-02-27,P002,Oat Milk Premium 1L,70,452,3,0,0.85,1.99,0
2026-02-28,P002,Oat Milk Premium 1L,81,371,3,0,0.85,1.99,0
2026-03-01,P002,Oat Milk Premium 1L,48,323,3,0,0.85,1.99,0
2026-03-02,P002,Oat Milk Premium 1L,56,267,3,0,0.85,1.99,0
2026-03-03,P002,Oat Milk Premium 1L,58,209,3,0,0.85,1.99,0
2026-03-04,P002,Oat Milk Premium 1L,52,157,3,3,0.85,1.99,0
2026-03-05,P002,Oat Milk Premium 1L,44,113,3,2,0.85,1.99,0
2026-03-06,P002,Oat Milk Premium 1L,84,29,3,1,0.85,1.99,0
2026-03-07,P002,Oat Milk Premium 1L,29,900,3,0,0.85,1.99,1
2026-03-08,P002,Oat Milk Premium 1L,42,858,3,0,0.85,1.99,0
2026-03-09,P002,Oat Milk Premium 1L,47,811,3,0,0.85,1.99,0
2026-03-10,P002,Oat Milk Premium 1L,48,763,3,0,0.85,1.99,0
2026-03-11,P002,Oat Milk Premium 1L,40,723,3,0,0.85,1.99,0
2026-03-12,P002,Oat Milk Premium 1L,40,683,3,0,0.85,1.99,0
2026-03-13,P002,Oat Milk Premium 1L,71,612,3,0,0.85,1.99,0
2026-03-14,P002,Oat Milk Premium 1L,90,522,3,0,0.85,1.99,0
2026-03-15,P002,Oat Milk Premium 1L,55,467,3,0,0.85,1.99,0
2026-03-16,P002,Oat Milk Premium 1L,50,417,3,0,0.85,1.99,0
2026-03-17,P002,Oat Milk Premium 1L,55,362,3,0,0.85,1.99,0
2026-03-18,P002,Oat Milk Premium 1L,53,309,3,0,0.85,1.99,0
2026-03-19,P002,Oat Milk Premium 1L,55,254,3,0,0.85,1.99,0
2026-03-20,P002,Oat Milk Premium 1L,68,186,3,0,0.85,1.99,0
2026-03-21,P002,Oat Milk Premium 1L,69,117,3,2,0.85,1.99,0
2026-03-22,P002,Oat Milk Premium 1L,60,57,3,1,0.85,1.99,0
2026-03-23,P002,Oat Milk Premium 1L,57,900,3,0,0.85,1.99,1
2026-03-24,P002,Oat Milk Premium 1L,67,833,3,0,0.85,1.99,0
2026-03-25,P002,Oat Milk Premium 1L,52,781,3,0,0.85,1.99,0
2026-03-26,P002,Oat Milk Premium 1L,55,726,3,0,0.85,1.99,0
2026-03-27,P002,Oat Milk Premium 1L,78,648,3,0,0.85,1.99,0
2026-03-28,P002,Oat Milk Premium 1L,64,584,3,0,0.85,1.99,0
2026-03-29,P002,Oat Milk Premium 1L,44,540,3,0,0.85,1.99,0
2026-03-30,P002,Oat Milk Premium 1L,61,479,3,0,0.85,1.99,0
